,method,value_error,num_rollouts,vf,level_one_children,level_two_children,k,exp
430,PW0.9,0.7797048237815569,500,Relu,269,231,1,0.9
431,AR,0.06823277123950389,500,Relu,1,499,1,0.1
432,PW0.1,0.34915807546730715,10,Relu,2,4,1,0.1
433,PW0.3,0.7253237858165802,10,Relu,2,4,1,0.3
434,PW0.5,0.3645931552731403,10,Relu,4,4,1,0.5
435,PW0.7,1.595595473901943,10,Relu,6,4,1,0.7
436,PW0.9,0.7401673236325257,10,Relu,8,2,1,0.9
437,AR,1.7697304324260923,10,Relu,1,9,1,0.1
438,PW0.1,0.1660364314961007,20,Relu,2,4,1,0.1
439,PW0.3,1.5402074731811783,20,Relu,3,6,1,0.3
440,PW0.5,0.3681435889193927,20,Relu,5,12,1,0.5
441,PW0.7,0.7941754455340782,20,Relu,9,11,1,0.7
442,PW0.9,1.1249496416818632,20,Relu,15,5,1,0.9
443,AR,0.19652053884309328,20,Relu,1,19,1,0.1
444,PW0.1,0.9022991520734074,50,Relu,2,4,1,0.1
445,PW0.3,1.5783683024109345,50,Relu,4,10,1,0.3
446,PW0.5,0.31775541557863374,50,Relu,8,22,1,0.5
447,PW0.7,0.4222744778786587,50,Relu,16,29,1,0.7
448,PW0.9,1.1106029326739124,50,Relu,34,16,1,0.9
449,AR,0.697193873855074,50,Relu,1,49,1,0.1
450,PW0.1,1.3551203693164917,100,Relu,2,4,1,0.1
451,PW0.3,0.7670111464743705,100,Relu,4,11,1,0.3
452,PW0.5,0.2068780480394965,100,Relu,11,34,1,0.5
453,PW0.7,0.6000356654881474,100,Relu,26,66,1,0.7
454,PW0.9,0.9942991689752896,100,Relu,64,36,1,0.9
455,AR,0.08155428404988596,100,Relu,1,99,1,0.1
456,PW0.1,1.1091229356982204,200,Relu,2,4,1,0.1
457,PW0.3,0.2348810677965565,200,Relu,5,17,1,0.3
458,PW0.5,0.35815796734563143,200,Relu,15,58,1,0.5
459,PW0.7,0.39589836229899866,200,Relu,41,118,1,0.7
460,PW0.9,0.842348621277214,200,Relu,118,82,1,0.9
461,AR,0.003069735023111253,200,Relu,1,199,1,0.1
462,PW0.1,1.1451987692688426,500,Relu,2,4,1,0.1
463,PW0.3,0.674170030618324,500,Relu,7,27,1,0.3
464,PW0.5,0.25929009402967695,500,Relu,23,111,1,0.5
465,PW0.7,0.16540101582152156,500,Relu,78,285,1,0.7
466,PW0.9,0.6899599903386759,500,Relu,269,231,1,0.9
467,AR,0.11200557138765888,500,Relu,1,499,1,0.1
468,PW0.1,0.257950960417618,10,Relu,2,4,1,0.1
469,PW0.3,0.25240269979923413,10,Relu,2,4,1,0.3
470,PW0.5,0.9051927644635329,10,Relu,4,6,1,0.5
471,PW0.7,0.798296779590793,10,Relu,6,4,1,0.7
472,PW0.9,0.9506610341063213,10,Relu,8,2,1,0.9
473,AR,0.47209826983375036,10,Relu,1,9,1,0.1
474,PW0.1,0.042576943801503786,20,Relu,2,4,1,0.1
475,PW0.3,0.34318485371256946,20,Relu,3,6,1,0.3
476,PW0.5,0.5705968735032698,20,Relu,5,11,1,0.5
477,PW0.7,0.11280811195188822,20,Relu,9,11,1,0.7
478,PW0.9,0.42086651721416746,20,Relu,15,5,1,0.9
479,AR,0.020591712729610023,20,Relu,1,19,1,0.1
480,PW0.1,0.7266936685225511,50,Relu,2,4,1,0.1
481,PW0.3,0.3161084394734319,50,Relu,4,11,1,0.3
482,PW0.5,0.11846940574010412,50,Relu,8,20,1,0.5
483,PW0.7,0.28046313706206094,50,Relu,16,29,1,0.7
484,PW0.9,0.509901821569142,50,Relu,34,16,1,0.9
485,AR,0.06977782122339371,50,Relu,1,49,1,0.1
486,PW0.1,1.0810697615370612,100,Relu,2,4,1,0.1
487,PW0.3,0.297222455227903,100,Relu,4,11,1,0.3
488,PW0.5,0.28415041458763235,100,Relu,11,37,1,0.5
489,PW0.7,0.28044861312559477,100,Relu,26,65,1,0.7
490,PW0.9,0.6063149993805854,100,Relu,64,36,1,0.9
491,AR,0.004142067003369387,100,Relu,1,99,1,0.1
492,PW0.1,0.6694495289969478,200,Relu,2,4,1,0.1
493,PW0.3,0.28283082043669383,200,Relu,5,18,1,0.3
494,PW0.5,0.2555513496962021,200,Relu,15,58,1,0.5
495,PW0.7,0.24490191858132282,200,Relu,41,123,1,0.7
496,PW0.9,0.5070588813374735,200,Relu,118,82,1,0.9
497,AR,0.1295342285854355,200,Relu,1,199,1,0.1
498,PW0.1,0.0658097420539192,500,Relu,2,4,1,0.1
499,PW0.3,0.3391836118879179,500,Relu,7,28,1,0.3
500,PW0.5,0.03442640125371588,500,Relu,23,112,1,0.5
501,PW0.7,0.03275711642584511,500,Relu,78,286,1,0.7
502,PW0.9,0.4767689092459628,500,Relu,269,231,1,0.9
503,AR,0.11172407053812528,500,Relu,1,499,1,0.1
504,PW0.1,0.4208567059945949,10,Relu,2,4,1,0.1
505,PW0.3,0.44477443555045104,10,Relu,2,4,1,0.3
506,PW0.5,0.0511222048084603,10,Relu,4,6,1,0.5
507,PW0.7,0.6350562790156027,10,Relu,6,4,1,0.7
508,PW0.9,0.8525785443042302,10,Relu,8,2,1,0.9
509,AR,0.12669285019478105,10,Relu,1,9,1,0.1
510,PW0.1,1.3376609417298262,20,Relu,2,4,1,0.1
511,PW0.3,0.9709979910775106,20,Relu,3,6,1,0.3
512,PW0.5,0.3058300807021026,20,Relu,5,12,1,0.5
513,PW0.7,0.2329370460366278,20,Relu,9,11,1,0.7
514,PW0.9,0.8848988866384113,20,Relu,15,5,1,0.9
515,AR,0.14097715296064695,20,Relu,1,19,1,0.1
516,PW0.1,1.3765363090663811,50,Relu,2,4,1,0.1
517,PW0.3,0.05702494614834741,50,Relu,4,11,1,0.3
518,PW0.5,0.22514584875443577,50,Relu,8,24,1,0.5
519,PW0.7,0.18545393871973714,50,Relu,16,31,1,0.7
520,PW0.9,0.8547029835217694,50,Relu,34,16,1,0.9
521,AR,0.06814521697961196,50,Relu,1,49,1,0.1
522,PW0.1,1.022338439821033,100,Relu,2,4,1,0.1
523,PW0.3,0.020048106944038135,100,Relu,4,12,1,0.3
524,PW0.5,0.15939967675006672,100,Relu,11,32,1,0.5
525,PW0.7,0.4033656432697874,100,Relu,26,64,1,0.7
526,PW0.9,0.8622976119763901,100,Relu,64,36,1,0.9
527,AR,0.3203557742070178,100,Relu,1,99,1,0.1
528,PW0.1,0.20431502894596232,200,Relu,2,4,1,0.1
529,PW0.3,0.344876845001723,200,Relu,5,18,1,0.3
530,PW0.5,0.32196002881453767,200,Relu,15,60,1,0.5
531,PW0.7,0.35188541817557906,200,Relu,41,121,1,0.7
532,PW0.9,0.7835712505546257,200,Relu,118,82,1,0.9
533,AR,0.07330510961163217,200,Relu,1,199,1,0.1
534,PW0.1,0.07228925593864455,500,Relu,2,4,1,0.1
535,PW0.3,0.13051353095839113,500,Relu,7,27,1,0.3
536,PW0.5,0.2984508525316596,500,Relu,23,112,1,0.5
537,PW0.7,0.15607019982714188,500,Relu,78,288,1,0.7
538,PW0.9,0.6365077458008481,500,Relu,269,231,1,0.9
539,AR,0.012648139260872604,500,Relu,1,499,1,0.1
540,PW0.1,0.1296217510607307,10,Relu,2,4,1,0.1
541,PW0.3,0.36469806581045616,10,Relu,2,4,1,0.3
542,PW0.5,0.14698920023882645,10,Relu,4,5,1,0.5
543,PW0.7,0.09523263435185902,10,Relu,6,4,1,0.7
544,PW0.9,0.32425484615313493,10,Relu,8,2,1,0.9
545,AR,1.0266897762876983,10,Relu,1,9,1,0.1
546,PW0.1,0.5083242831602721,20,Relu,2,4,1,0.1
547,PW0.3,0.4343979718098243,20,Relu,3,6,1,0.3
548,PW0.5,0.6304053687594988,20,Relu,5,11,1,0.5
549,PW0.7,0.1044354521455595,20,Relu,9,10,1,0.7
550,PW0.9,0.05180988544842724,20,Relu,15,5,1,0.9
551,AR,0.0007763422323159297,20,Relu,1,19,1,0.1
552,PW0.1,0.3438229875152188,50,Relu,2,4,1,0.1
553,PW0.3,0.14937994655351083,50,Relu,4,10,1,0.3
554,PW0.5,0.0856047209780395,50,Relu,8,20,1,0.5
555,PW0.7,0.35819482008343717,50,Relu,16,32,1,0.7
556,PW0.9,0.14450854298717086,50,Relu,34,16,1,0.9
557,AR,0.257798819440608,50,Relu,1,49,1,0.1
558,PW0.1,1.2795328407971394,100,Relu,2,4,1,0.1
559,PW0.3,0.7588282613888202,100,Relu,4,12,1,0.3
560,PW0.5,0.04312307588723563,100,Relu,11,33,1,0.5
561,PW0.7,0.1075252606663466,100,Relu,26,62,1,0.7
562,PW0.9,0.21977475743804065,100,Relu,64,36,1,0.9
563,AR,0.04450203102113992,100,Relu,1,99,1,0.1
564,PW0.1,1.039288026667176,200,Relu,2,4,1,0.1
565,PW0.3,0.13274880676467382,200,Relu,5,18,1,0.3
566,PW0.5,0.3168823758231689,200,Relu,15,58,1,0.5
567,PW0.7,0.1556731738918038,200,Relu,41,121,1,0.7
568,PW0.9,0.24573689947905242,200,Relu,118,82,1,0.9
569,AR,0.0007972113583090135,200,Relu,1,199,1,0.1
570,PW0.1,0.24362246761737505,500,Relu,2,4,1,0.1
571,PW0.3,0.10065207178888746,500,Relu,7,27,1,0.3
572,PW0.5,0.25931173584921696,500,Relu,23,111,1,0.5
573,PW0.7,0.06339547962584424,500,Relu,78,284,1,0.7
574,PW0.9,0.10095489195225271,500,Relu,269,231,1,0.9
575,AR,0.04633665933490683,500,Relu,1,499,1,0.1
576,PW0.1,0.995423330281775,10,Relu,2,4,1,0.1
577,PW0.3,0.46607513709226556,10,Relu,2,4,1,0.3
578,PW0.5,0.02406734551312617,10,Relu,4,6,1,0.5
579,PW0.7,0.214307228368543,10,Relu,6,4,1,0.7
580,PW0.9,0.01975537827439644,10,Relu,8,2,1,0.9
581,AR,0.09029804327923974,10,Relu,1,9,1,0.1
582,PW0.1,0.5283392440592132,20,Relu,2,4,1,0.1
583,PW0.3,2.934674153740949,20,Relu,3,7,1,0.3
584,PW0.5,0.23729042698440717,20,Relu,5,10,1,0.5
585,PW0.7,0.15814060287369536,20,Relu,9,11,1,0.7
586,PW0.9,0.12271950870220527,20,Relu,15,5,1,0.9
587,AR,0.19778668386627696,20,Relu,1,19,1,0.1
588,PW0.1,0.005739268831852717,50,Relu,2,4,1,0.1
589,PW0.3,1.6805623803760172,50,Relu,4,11,1,0.3
590,PW0.5,0.4347874371099585,50,Relu,8,20,1,0.5
591,PW0.7,0.1646658954816973,50,Relu,16,32,1,0.7
592,PW0.9,0.05334878537214305,50,Relu,34,16,1,0.9
593,AR,0.1670407039770896,50,Relu,1,49,1,0.1
594,PW0.1,1.453716325078675,100,Relu,2,4,1,0.1
595,PW0.3,0.13296229750634248,100,Relu,4,12,1,0.3
596,PW0.5,0.4931636390246954,100,Relu,11,36,1,0.5
597,PW0.7,0.7529123828961987,100,Relu,26,59,1,0.7
598,PW0.9,0.03069344242946692,100,Relu,64,36,1,0.9
599,AR,0.07828174483056949,100,Relu,1,99,1,0.1
600,PW0.1,1.476835857891536,200,Relu,2,4,1,0.1
601,PW0.3,1.01590488654353,200,Relu,5,17,1,0.3
602,PW0.5,0.8202680142724517,200,Relu,15,60,1,0.5
603,PW0.7,0.03902056430884482,200,Relu,41,121,1,0.7
604,PW0.9,0.13852310462921924,200,Relu,118,82,1,0.9
605,AR,0.19706536515995698,200,Relu,1,199,1,0.1
606,PW0.1,0.9152287127745979,500,Relu,2,4,1,0.1
607,PW0.3,0.073927149983396,500,Relu,7,28,1,0.3
608,PW0.5,0.08352788122720645,500,Relu,23,112,1,0.5
609,PW0.7,0.004494509855226703,500,Relu,78,292,1,0.7
610,PW0.9,0.0013998232713348102,500,Relu,269,231,1,0.9
611,AR,0.11248337235783779,500,Relu,1,499,1,0.1
612,PW0.1,0.2760538651615596,10,Relu,2,4,1,0.1
613,PW0.3,0.38906081755110317,10,Relu,2,4,1,0.3
614,PW0.5,1.0826774367441794,10,Relu,4,5,1,0.5
615,PW0.7,0.3801773387329416,10,Relu,6,4,1,0.7
616,PW0.9,0.06410092257247774,10,Relu,8,2,1,0.9
617,AR,1.1078914482695459,10,Relu,1,9,1,0.1
618,PW0.1,0.8261126277256933,20,Relu,2,4,1,0.1
619,PW0.3,0.8256840741178744,20,Relu,3,6,1,0.3
620,PW0.5,0.8713499371974747,20,Relu,5,11,1,0.5
621,PW0.7,0.16727812824148214,20,Relu,9,11,1,0.7
622,PW0.9,0.3269319513946214,20,Relu,15,5,1,0.9
623,AR,0.006437313223968899,20,Relu,1,19,1,0.1
624,PW0.1,1.8564514289990743,50,Relu,2,4,1,0.1
625,PW0.3,0.04209416920102349,50,Relu,4,10,1,0.3
626,PW0.5,0.25687222005373034,50,Relu,8,21,1,0.5
627,PW0.7,0.8043856972423749,50,Relu,16,31,1,0.7
628,PW0.9,0.11972986338565028,50,Relu,34,16,1,0.9
629,AR,0.3264332884308101,50,Relu,1,49,1,0.1
630,PW0.1,0.3643769967921009,100,Relu,2,4,1,0.1
631,PW0.3,0.6623626039318542,100,Relu,4,12,1,0.3
632,PW0.5,0.11114208553317384,100,Relu,11,36,1,0.5
633,PW0.7,0.38221878655569064,100,Relu,26,57,1,0.7
634,PW0.9,0.24793079546002017,100,Relu,64,36,1,0.9
635,AR,0.032676427898803984,100,Relu,1,99,1,0.1
636,PW0.1,1.2632861122813313,200,Relu,2,4,1,0.1
637,PW0.3,0.31847605027117853,200,Relu,5,19,1,0.3
638,PW0.5,0.24380451444902607,200,Relu,15,58,1,0.5
639,PW0.7,0.008448272257520983,200,Relu,41,122,1,0.7
640,PW0.9,0.10988610433313228,200,Relu,118,82,1,0.9
641,AR,0.09831506091662812,200,Relu,1,199,1,0.1
642,PW0.1,1.8230553957969025,500,Relu,2,4,1,0.1
643,PW0.3,0.11969702524729242,500,Relu,7,27,1,0.3
644,PW0.5,0.46656372403590163,500,Relu,23,112,1,0.5
645,PW0.7,0.14676556991110445,500,Relu,78,281,1,0.7
646,PW0.9,0.004199352339055051,500,Relu,269,231,1,0.9
647,AR,0.10884813385053166,500,Relu,1,499,1,0.1
648,PW0.1,0.2723856841126766,10,Relu,2,4,1,0.1
649,PW0.3,1.0271270141101034,10,Relu,2,4,1,0.3
650,PW0.5,0.12626530230550959,10,Relu,4,6,1,0.5
651,PW0.7,0.04271962342844837,10,Relu,6,4,1,0.7
652,PW0.9,0.055003274729703566,10,Relu,8,2,1,0.9
653,AR,0.44972071751258236,10,Relu,1,9,1,0.1
654,PW0.1,0.05601570593917682,20,Relu,2,4,1,0.1
655,PW0.3,0.11621872128864208,20,Relu,3,6,1,0.3
656,PW0.5,0.17109898563125592,20,Relu,5,11,1,0.5
657,PW0.7,0.16080481397708324,20,Relu,9,11,1,0.7
658,PW0.9,0.21742323975487876,20,Relu,15,5,1,0.9
659,AR,0.5046840282669103,20,Relu,1,19,1,0.1
660,PW0.1,0.11686944140259037,50,Relu,2,4,1,0.1
661,PW0.3,0.19618392938900575,50,Relu,4,11,1,0.3
662,PW0.5,0.3105479214326441,50,Relu,8,18,1,0.5
663,PW0.7,0.06855051014629465,50,Relu,16,28,1,0.7
664,PW0.9,0.06443317439898699,50,Relu,34,16,1,0.9
665,AR,0.07710117452032383,50,Relu,1,49,1,0.1
666,PW0.1,0.2360426821414352,100,Relu,2,4,1,0.1
667,PW0.3,0.13810421853689148,100,Relu,4,12,1,0.3
668,PW0.5,0.024424969298839194,100,Relu,11,38,1,0.5
669,PW0.7,0.287386503877463,100,Relu,26,60,1,0.7
670,PW0.9,0.1137455210495193,100,Relu,64,36,1,0.9
671,AR,0.02916903530926085,100,Relu,1,99,1,0.1
672,PW0.1,0.4738464973849976,200,Relu,2,4,1,0.1
673,PW0.3,0.42872226260678525,200,Relu,5,18,1,0.3
674,PW0.5,0.015367258865881084,200,Relu,15,58,1,0.5
675,PW0.7,0.023454629505936353,200,Relu,41,116,1,0.7
676,PW0.9,0.0255759071527355,200,Relu,118,82,1,0.9
677,AR,0.03978844898328138,200,Relu,1,199,1,0.1
678,PW0.1,0.28211850353855406,500,Relu,2,4,1,0.1
679,PW0.3,0.10550321797510875,500,Relu,7,28,1,0.3
680,PW0.5,0.006643338438401258,500,Relu,23,109,1,0.5
681,PW0.7,0.01868481426843438,500,Relu,78,285,1,0.7
682,PW0.9,0.04273158288372736,500,Relu,269,231,1,0.9
683,AR,0.030838081769518855,500,Relu,1,499,1,0.1
684,PW0.1,0.6939255006226712,10,Relu,2,4,1,0.1
685,PW0.3,0.09051907593651753,10,Relu,2,4,1,0.3
686,PW0.5,0.3120815450226072,10,Relu,4,6,1,0.5
687,PW0.7,0.756379977822516,10,Relu,6,4,1,0.7
688,PW0.9,0.26233472110606026,10,Relu,8,2,1,0.9
689,AR,0.385975621199675,10,Relu,1,9,1,0.1
690,PW0.1,2.377299156177672,20,Relu,2,4,1,0.1
691,PW0.3,2.589609647201698,20,Relu,3,6,1,0.3
692,PW0.5,1.4703569129320853,20,Relu,5,11,1,0.5
693,PW0.7,0.4918197172484762,20,Relu,9,11,1,0.7
694,PW0.9,0.6779649855261252,20,Relu,15,5,1,0.9
695,AR,0.8385935210342255,20,Relu,1,19,1,0.1
696,PW0.1,0.3608516906236051,50,Relu,2,4,1,0.1
697,PW0.3,0.5542017464919194,50,Relu,4,11,1,0.3
698,PW0.5,0.824452586163019,50,Relu,8,21,1,0.5
699,PW0.7,0.2983029468642513,50,Relu,16,33,1,0.7
700,PW0.9,0.39927743801880755,50,Relu,34,16,1,0.9
701,AR,0.42844631898372,50,Relu,1,49,1,0.1
702,PW0.1,1.2600982869441348,100,Relu,2,4,1,0.1
703,PW0.3,0.0017398650655624515,100,Relu,4,12,1,0.3
704,PW0.5,0.5100663331208889,100,Relu,11,33,1,0.5
705,PW0.7,0.3655751995830132,100,Relu,26,60,1,0.7
706,PW0.9,0.4207340281887225,100,Relu,64,36,1,0.9
707,AR,0.4925234456939467,100,Relu,1,99,1,0.1
708,PW0.1,1.2567047998762955,200,Relu,2,4,1,0.1
709,PW0.3,0.6778593642340502,200,Relu,5,19,1,0.3
710,PW0.5,0.12803890335588908,200,Relu,15,57,1,0.5
711,PW0.7,0.2708662856034234,200,Relu,41,118,1,0.7
712,PW0.9,0.5549620520566113,200,Relu,118,82,1,0.9
713,AR,0.07959680272996383,200,Relu,1,199,1,0.1
714,PW0.1,1.540497395610212,500,Relu,2,4,1,0.1
715,PW0.3,1.134688238796623,500,Relu,7,27,1,0.3
716,PW0.5,0.2045380095538738,500,Relu,23,114,1,0.5
717,PW0.7,0.1402814769187326,500,Relu,78,286,1,0.7
718,PW0.9,0.5227882765032348,500,Relu,269,231,1,0.9
719,AR,0.15952936257615757,500,Relu,1,499,1,0.1
720,PW0.1,0.398397410350519,10,Relu,2,4,1,0.1
721,PW0.3,0.5175908901050823,10,Relu,2,3,1,0.3
722,PW0.5,1.3244274690784454,10,Relu,4,6,1,0.5
723,PW0.7,1.4828671145528243,10,Relu,6,4,1,0.7
724,PW0.9,1.5268332438314587,10,Relu,8,2,1,0.9
725,AR,0.26151288293461317,10,Relu,1,9,1,0.1
726,PW0.1,0.931749571118142,20,Relu,2,4,1,0.1
727,PW0.3,0.3700430676434694,20,Relu,3,5,1,0.3
728,PW0.5,1.1443311928252529,20,Relu,5,9,1,0.5
729,PW0.7,1.2300980299640911,20,Relu,9,11,1,0.7
730,PW0.9,2.6362381574190903,20,Relu,15,5,1,0.9
731,AR,0.3341865871017946,20,Relu,1,19,1,0.1
732,PW0.1,1.7406150884647225,50,Relu,2,4,1,0.1
733,PW0.3,0.7396770685712708,50,Relu,4,11,1,0.3
734,PW0.5,0.1037746203857064,50,Relu,8,21,1,0.5
735,PW0.7,1.2350948157319293,50,Relu,16,29,1,0.7
736,PW0.9,1.856625696084715,50,Relu,34,16,1,0.9
737,AR,0.19560644040205322,50,Relu,1,49,1,0.1
738,PW0.1,1.9019184264541007,100,Relu,2,4,1,0.1
739,PW0.3,0.5140206457968799,100,Relu,4,13,1,0.3
740,PW0.5,0.3064847232975336,100,Relu,11,35,1,0.5
741,PW0.7,0.5244889846070708,100,Relu,26,63,1,0.7
742,PW0.9,1.5394119042830041,100,Relu,64,36,1,0.9
743,AR,0.18720025282571306,100,Relu,1,99,1,0.1
744,PW0.1,0.662409584376205,200,Relu,2,4,1,0.1
745,PW0.3,0.40137089093388,200,Relu,5,18,1,0.3
746,PW0.5,0.03783064639006106,200,Relu,15,60,1,0.5
747,PW0.7,0.5142282788891817,200,Relu,41,125,1,0.7
748,PW0.9,1.7431696037496607,200,Relu,118,82,1,0.9
749,AR,0.0055294537497387886,200,Relu,1,199,1,0.1
750,PW0.1,0.06368679924673071,500,Relu,2,4,1,0.1
751,PW0.3,0.26499409759549586,500,Relu,7,27,1,0.3
752,PW0.5,0.06204666462927655,500,Relu,23,112,1,0.5
753,PW0.7,0.38139224389923454,500,Relu,78,293,1,0.7
754,PW0.9,1.5573102532564267,500,Relu,269,231,1,0.9
755,AR,0.18920368908726592,500,Relu,1,499,1,0.1
756,PW0.1,1.6184330876589865,10,Relu,2,4,1,0.1
757,PW0.3,0.5023719840460843,10,Relu,2,4,1,0.3
758,PW0.5,0.09016401253334205,10,Relu,4,6,1,0.5
759,PW0.7,0.3355669378427777,10,Relu,6,4,1,0.7
760,PW0.9,0.3938583029993894,10,Relu,8,2,1,0.9
761,AR,0.4712037296094893,10,Relu,1,9,1,0.1
762,PW0.1,1.5735819646160731,20,Relu,2,4,1,0.1
763,PW0.3,0.12703037077121015,20,Relu,3,5,1,0.3
764,PW0.5,0.3061036755907347,20,Relu,5,12,1,0.5
765,PW0.7,0.1798357052764019,20,Relu,9,11,1,0.7
766,PW0.9,0.3250999367999783,20,Relu,15,5,1,0.9
767,AR,0.5457959603543054,20,Relu,1,19,1,0.1
768,PW0.1,0.2520959084820462,50,Relu,2,4,1,0.1
769,PW0.3,1.1058143513682035,50,Relu,4,11,1,0.3
770,PW0.5,0.38375449214407054,50,Relu,8,23,1,0.5
771,PW0.7,0.3568651926693551,50,Relu,16,33,1,0.7
772,PW0.9,0.19876629981126603,50,Relu,34,16,1,0.9
773,AR,0.10721593289491027,50,Relu,1,49,1,0.1
774,PW0.1,0.9796955688408842,100,Relu,2,4,1,0.1
775,PW0.3,0.3165949488922677,100,Relu,4,12,1,0.3
776,PW0.5,0.10953273399267216,100,Relu,11,34,1,0.5
777,PW0.7,0.22889582355663451,100,Relu,26,65,1,0.7
778,PW0.9,0.2511664456066489,100,Relu,64,36,1,0.9
779,AR,0.0027865781758298347,100,Relu,1,99,1,0.1
780,PW0.1,0.015989973127848334,200,Relu,2,4,1,0.1
781,PW0.3,0.3389243827227255,200,Relu,5,18,1,0.3
782,PW0.5,0.18061066689404814,200,Relu,15,58,1,0.5
783,PW0.7,0.2931570100828891,200,Relu,41,122,1,0.7
784,PW0.9,0.1904687630656623,200,Relu,118,82,1,0.9
785,AR,0.13266163421083244,200,Relu,1,199,1,0.1
786,PW0.1,0.11783532352736348,500,Relu,2,4,1,0.1
787,PW0.3,0.2398786534188626,500,Relu,7,27,1,0.3
788,PW0.5,0.36283929201932086,500,Relu,23,114,1,0.5
789,PW0.7,0.014684789534025633,500,Relu,78,284,1,0.7
790,PW0.9,0.19814665305650392,500,Relu,269,231,1,0.9
791,AR,0.1472679507271053,500,Relu,1,499,1,0.1
792,PW0.1,3.0845622998518145,10,Relu,2,4,1,0.1
793,PW0.3,0.03235227156155607,10,Relu,2,4,1,0.3
794,PW0.5,0.6088873654401123,10,Relu,4,6,1,0.5
795,PW0.7,0.1553587489172794,10,Relu,6,4,1,0.7
796,PW0.9,0.6606026324349945,10,Relu,8,2,1,0.9
797,AR,0.9618137030044598,10,Relu,1,9,1,0.1
798,PW0.1,0.6361607991016589,20,Relu,2,4,1,0.1
799,PW0.3,1.187630164976361,20,Relu,3,7,1,0.3
800,PW0.5,0.6912296894091114,20,Relu,5,11,1,0.5
801,PW0.7,0.2755699819327255,20,Relu,9,11,1,0.7
802,PW0.9,0.6752927348386919,20,Relu,15,5,1,0.9
803,AR,0.2682115738365223,20,Relu,1,19,1,0.1
804,PW0.1,0.5124663792949606,50,Relu,2,4,1,0.1
805,PW0.3,0.6989047218211484,50,Relu,4,11,1,0.3
806,PW0.5,0.6697464083854099,50,Relu,8,23,1,0.5
807,PW0.7,0.294722942901136,50,Relu,16,30,1,0.7
808,PW0.9,0.7160683939082815,50,Relu,34,16,1,0.9
809,AR,0.015397559312175124,50,Relu,1,49,1,0.1
810,PW0.1,1.842602792501192,100,Relu,2,4,1,0.1
811,PW0.3,0.9185340512359663,100,Relu,4,12,1,0.3
812,PW0.5,0.5660232086418118,100,Relu,11,34,1,0.5
813,PW0.7,0.20226822039200698,100,Relu,26,60,1,0.7
814,PW0.9,0.7533975863848856,100,Relu,64,36,1,0.9
815,AR,0.04261946999543542,100,Relu,1,99,1,0.1
816,PW0.1,1.7829005446006514,200,Relu,2,4,1,0.1
817,PW0.3,0.668826381691733,200,Relu,5,17,1,0.3
818,PW0.5,1.0564524296746578,200,Relu,15,58,1,0.5
819,PW0.7,0.06184571816660478,200,Relu,41,121,1,0.7
820,PW0.9,0.6950225681264617,200,Relu,118,82,1,0.9
821,AR,0.1716963446204245,200,Relu,1,199,1,0.1
822,PW0.1,1.8185565364477014,500,Relu,2,4,1,0.1
823,PW0.3,0.7099853400224223,500,Relu,7,27,1,0.3
824,PW0.5,0.14815793455793802,500,Relu,23,108,1,0.5
825,PW0.7,0.19023105442811206,500,Relu,78,291,1,0.7
826,PW0.9,0.6735737178132708,500,Relu,269,231,1,0.9
827,AR,0.09568399100778446,500,Relu,1,499,1,0.1
828,PW0.1,0.1077672782801431,10,Relu,2,4,1,0.1
829,PW0.3,0.39438265985711185,10,Relu,2,4,1,0.3
830,PW0.5,0.4446311015375013,10,Relu,4,6,1,0.5
831,PW0.7,0.17643477363683746,10,Relu,6,4,1,0.7
832,PW0.9,0.7681746920561516,10,Relu,8,2,1,0.9
833,AR,0.14599813762564473,10,Relu,1,9,1,0.1
834,PW0.1,0.5411282547979835,20,Relu,2,4,1,0.1
835,PW0.3,0.20320888748282218,20,Relu,3,6,1,0.3
836,PW0.5,0.22302101002969899,20,Relu,5,13,1,0.5
837,PW0.7,0.047977743770611925,20,Relu,9,11,1,0.7
838,PW0.9,0.4736576162868853,20,Relu,15,5,1,0.9
839,AR,0.3567365669672258,20,Relu,1,19,1,0.1
840,PW0.1,0.9209242386138317,50,Relu,2,4,1,0.1
841,PW0.3,0.24385429153301663,50,Relu,4,10,1,0.3
842,PW0.5,0.6128826197493359,50,Relu,8,22,1,0.5
843,PW0.7,0.2859804494027356,50,Relu,16,30,1,0.7
844,PW0.9,0.38105143688787013,50,Relu,34,16,1,0.9
845,AR,0.0022805651218176237,50,Relu,1,49,1,0.1
846,PW0.1,0.42209194580265463,100,Relu,2,4,1,0.1
847,PW0.3,0.24952938250279832,100,Relu,4,12,1,0.3
848,PW0.5,0.006638575862320861,100,Relu,11,32,1,0.5
849,PW0.7,0.20285857754134473,100,Relu,26,64,1,0.7
850,PW0.9,0.3514665099429226,100,Relu,64,36,1,0.9
851,AR,0.006457842872422237,100,Relu,1,99,1,0.1
852,PW0.1,0.4550112461509974,200,Relu,2,4,1,0.1
853,PW0.3,0.20311499044894,200,Relu,5,18,1,0.3
854,PW0.5,0.19350756252745682,200,Relu,15,60,1,0.5
855,PW0.7,0.09105799269824555,200,Relu,41,121,1,0.7
856,PW0.9,0.498360262746556,200,Relu,118,82,1,0.9
857,AR,0.01700519289832436,200,Relu,1,199,1,0.1
858,PW0.1,0.5719777276164901,500,Relu,2,4,1,0.1
859,PW0.3,0.09384651979646752,500,Relu,7,26,1,0.3
